494,http://kicho-navi.jp/recruit_bangs/,就活 写真 髪型,0,0.9772175,1
19436,http://www.axeblack.jp/axelab/99,就活 証明写真 髪型,0,0.85269034,1
19427,https://phototf.com/syusyokukatudou/kamigataw01.html,就活 証明写真 髪型,0,0.7360563,1
19009,http://www.studioup.jp/makeup/,就活 写真 メイク,0,0.70468694,1
18964,https://phototf.com/syusyokukatudou/gallery02.html,就活 写真 髪型,0,0.52533025,1
18971,https://pic-chan.net/c/style/hair_w.php,就活 写真 髪型,0,0.47412458,1
18967,https://phototf.com/syusyokukatudou/kamigatam01.html,就活 写真 髪型,0,0.4271489,1
18969,https://01intern.com/magazine/archives/3915,就活 写真 髪型,0,0.3507428,1
19345,https://www.studioselfit.com/rec/shirou/,就活 証明写真,0,0.312439,1
13377,https://ten-navi.com/hacks/resume-9-3839,就活 写真 髪型,0,0.30490205,1
3337,https://www.in-fra.jp/articles/4241,就活 チーク,0,0.9662069,2
4628,http://www.asinaga.com/mens/m05/,就活 ネクタイ 結び方,0,0.9533334,2
1417,https://heartfuljob.chunichi.co.jp/mamechishiki/1014,就活 くせ毛 女,0,0.9461908,2
12803,https://job.rikunabi.com/media/midashinami/hair/,就活 ロングヘア,0,0.9256194,2
4532,http://shukatsu-beauty.shiseido.co.jp/entries/20160530_145/,就活 前髪,0,0.91833335,2
12800,https://ikejo.net/shukatsu-long-hair-5000,就活 ロングヘア,0,0.8999315,2
4537,http://www.axeblack.jp/axelab/221,就活 前髪,0,0.889781,2
12805,https://otehon.jp/articles/h0189,就活 ロングヘア,0,0.8885402,2
11962,https://job.senken.co.jp/shinsotsu/articles/hair-perm,就活 パーマ,0,0.87453395,2
12796,https://jobrass.com/magazine/manners/15092/,就活 ロングヘア,0,0.8668966,2
9302,https://www.xn--ad-og4apd7e.com/kamigata_maegami/,就活 前髪,0,0.86085564,2
12795,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12181776967,就活 ロングヘア,0,0.8587401,2
1408,http://www.utena.co.jp/matomage/sp/shukatsu/hairarrange.html,就活 くせ毛 女,0,0.8537914,2
10391,https://mery.jp/1001897,就活 ヘアカラー,0,0.83922917,2
1428,http://mens-time01.com/syukatsu-wax-set-517,就活 くせ毛 男,0,0.8357461,2
1181,https://job.senken.co.jp/shinsotsu/articles/mens-hairstyle,就活 ヘアスタイル メンズ,0,0.8165892,2
11105,http://www.axeblack.jp/axelab/206,就活 見た目,0,0.8107039,2
10486,https://beauty.hotpepper.jp/magazine/605112/,就活 ヘアスタイル 女,0,0.8000211,2
10461,http://www.axeblack.jp/axelab/3,就活 ヘアスタイル メンズ,0,0.786888,2
1185,https://avalon-consulting.jp/20s-media/syukatu-dansi-hair/,就活 ヘアスタイル メンズ,0,0.7831993,2
1431,http://saiwai1.net/1603.html,就活 くせ毛 男,0,0.77391523,2
17715,https://rin-kyo.com/blog/mensetsu-piercing/,就活 ピアス,0,0.7700175,2
1193,https://beauty.hotpepper.jp/magazine/502984/,就活 ヘアスタイル,0,0.7628997,2
10465,https://beauty.rakuten.co.jp/tag/hair-style-recruithairmen/,就活 ヘアスタイル メンズ,0,0.76268244,2
11954,https://rebe.jp/column/detail/5184/,就活 パーマ,0,0.76202464,2
4624,https://www.youtube.com/watch?v=qugiDk7P-Co,就活 ネクタイ 結び方,0,0.7605328,2
1847,https://beauty.hotpepper.jp/magazine/620493/,就活 こげ茶,0,0.7343944,2
1851,https://01intern.com/magazine/archives/2311,就活 こげ茶,0,0.7187174,2
1122,https://smartlog.jp/1924,就活 ヘアスタイル メンズ,0,0.7107932,2
1086,https://jobrass.com/magazine/manners/15485/,就活 前髪,0,0.70732135,2
10481,https://beauty.hotpepper.jp/magazine/925882/,就活 ヘアスタイル 女,0,0.6929428,2
1411,https://intame.jp/interview-hairstyle-shavedsides/,就活 くせ毛 女,0,0.6915677,2
10468,https://mens-hairstyle.jp/lipps_kichijoji_annex/h/762.html,就活 ヘアスタイル メンズ,0,0.68447375,2
3803,https://www.in-fra.jp/articles/4289,就活 ピアス,0,0.68439937,2
10357,https://hwus.jp/seminar/1296,就活 ヘアスタイル,0,0.6815979,2
11958,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14170315749,就活 パーマ,0,0.6763986,2
3451,https://www.cchan.tv/mag/e549a16c7bb44cfe8c58a770212d8ddb/,就活 つけま,0,0.664702,2
10832,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13142611118,就活 まつげ,0,0.6598074,2
